DATE,WX_TEMP_MAX,WX_TEMP_MIN,WX_TEMP_AVG,WX_HUMIDITY,WX_CLOUD_COVER,WX_RAINFALL_MM,WX_WIND_KMH,WX_SOLAR_KWH_M2
2026-01-23,33.6565,26.499794,30.078148,64.17496,50.048744,0.0,10.810892,3.8960655
2026-01-24,31.976166,22.409233,27.1927,59.591705,39.56751,0.0,11.097733,4.715118
2026-01-25,31.61941,23.198452,27.408932,66.81873,33.669193,0.0,11.251302,4.504748
2026-01-26,31.68231,23.893991,27.78815,56.00378,41.852394,0.0,10.087764,4.199178
2026-01-27,32.714783,25.266703,28.990742,61.961617,51.098248,9.284185,11.874205,3.902776
2026-01-28,32.485363,22.536558,27.510962,75.13713,35.2984,2.0545385,15.418199,4.7873626
2026-01-29,32.512623,23.263393,27.888006,63.485336,36.22695,0.0,8.351862,4.270313
2026-01-30,32.504536,24.271112,28.387825,69.75944,48.389565,0.0,11.47357,3.7604103
2026-01-31,34.527443,23.9135,29.220472,63.276592,42.56253,0.0,9.817183,3.8771405
2026-02-01,31.439402,23.087395,27.2634,65.95063,49.932243,0.0,11.793204,3.959588
2026-02-02,31.281767,23.314405,27.298086,62.992645,45.064518,0.0,10.966295,3.9484355
2026-02-03,30.889025,22.05788,26.473452,62.65633,51.21198,0.0,12.008333,3.8185508
2026-02-04,32.573563,23.17902,27.876291,59.844685,37.74655,0.0,12.597647,4.633681
2026-02-05,33.15774,23.135101,28.146421,66.12919,46.362404,2.5449727,11.091608,3.9853833
2026-02-06,31.63459,23.617834,27.626211,59.957363,45.208736,21.433607,12.469405,4.211863
2026-02-07,30.731262,22.814398,26.77283,67.78206,37.605446,0.0,7.2230024,4.4478874
2026-02-08,30.717976,23.825214,27.271595,70.12129,35.266083,0.0,13.093031,4.747449
2026-02-09,32.455757,24.350239,28.402998,66.76981,53.704113,0.0,11.237639,3.8783405
2026-02-10,32.534443,23.4767,28.005571,63.74971,45.857464,0.0,12.259304,3.9980273
2026-02-11,32.261627,23.656677,27.959152,67.69601,40.936424,0.0,8.780029,4.3241305
2026-02-12,30.778353,23.341639,27.059996,64.129395,48.797302,0.0,9.33081,4.21287
2026-02-13,31.82251,23.272043,27.547276,70.598366,59.045303,7.638577,10.762824,3.6216369
2026-02-14,31.65073,22.533794,27.092262,57.01267,32.23188,0.0,10.485149,4.470173
2026-02-15,31.739773,23.555166,27.647469,64.741875,38.96339,0.0,10.901948,4.577771
2026-02-16,32.48956,23.124636,27.807096,56.717117,44.01407,0.0,12.070616,4.0024447
2026-02-17,31.678524,25.298273,28.488398,59.448128,63.549057,0.0,7.7623787,3.622795
2026-02-18,32.19115,24.761581,28.476366,73.99591,54.58446,12.737226,11.837182,3.948519
2026-02-19,31.423681,23.55714,27.49041,71.906525,58.927975,0.0,10.355009,3.606218
2026-02-20,31.655561,22.391253,27.023407,64.08797,44.13522,0.0,10.002945,4.245362
2026-02-21,32.032104,22.024868,27.028486,60.428303,44.768547,14.617955,8.067884,4.143609
2026-02-22,29.491829,24.311352,26.90159,53.374233,57.776787,0.0,10.994989,3.7357492
2026-02-23,30.822598,23.36585,27.094225,65.736,55.130898,0.0,6.5850415,3.644954
2026-02-24,30.607483,23.566109,27.086796,80.81261,59.52588,0.0,11.144521,3.5684495
2026-02-25,30.37095,21.324217,25.847584,71.14239,54.106564,0.0,7.899446,3.9395914
2026-02-26,30.77307,23.979057,27.376064,66.42784,58.30561,0.0,10.183426,3.4638863
2026-02-27,32.862774,23.488842,28.175808,71.809074,57.81836,16.2752,9.89009,3.4749353
2026-02-28,29.99543,21.906782,25.951105,61.937008,63.24877,0.0,11.7887335,3.114932
2026-03-01,32.161934,22.528475,27.345205,68.51338,63.956066,0.0,9.7320175,3.1090825
2026-03-02,28.946129,23.246504,26.096317,70.755585,45.014393,0.0,8.924365,3.8086734
2026-03-03,30.529295,23.018045,26.77367,70.08582,40.468445,7.7746034,9.171253,4.5248857
2026-03-04,31.092064,22.65621,26.874136,74.728325,66.9335,0.0,11.806085,3.5497751
2026-03-05,31.565863,22.82771,27.196785,72.755264,68.89387,21.716455,10.666841,3.3848417
2026-03-06,31.681541,22.662058,27.1718,74.6311,51.699047,5.631317,9.249625,3.548326
2026-03-07,31.745813,23.049461,27.397636,68.10467,45.45661,0.0,9.439127,4.299423
2026-03-08,30.341114,24.351284,27.346199,76.2922,61.598,19.815493,7.4088182,3.7125113
2026-03-09,30.17062,20.296062,25.233341,80.203865,68.72187,35.248524,10.308154,3.0161538
2026-03-10,31.720953,22.60884,27.164898,67.46388,76.12425,0.0,7.0516586,2.7946982
2026-03-11,30.427849,23.005219,26.716534,68.13092,66.34094,0.0,10.785109,2.8130789
2026-03-12,29.092724,23.107767,26.100245,79.50232,59.7025,0.0,9.816479,3.5667348
2026-03-13,29.229847,22.422981,25.826414,72.11985,55.995327,5.8019896,13.170218,3.4674983
2026-03-14,29.452814,21.021357,25.237085,80.34793,63.69445,0.0,7.9059534,3.3736768
2026-03-15,31.119247,23.089323,27.104284,71.36742,61.669384,0.0,9.368661,3.112637
2026-03-16,30.660204,24.471996,27.566101,81.10553,56.401672,0.0,12.186725,3.7704964
2026-03-17,31.284666,21.19418,26.239424,74.7368,81.3689,0.0,11.243168,2.7433023
2026-03-18,29.910332,23.575346,26.742838,75.61838,79.714615,0.0,8.378717,2.4562063
2026-03-19,30.580404,22.366554,26.47348,82.39741,74.973724,0.0,9.726109,2.598798
2026-03-20,31.10817,22.617407,26.862787,73.01019,58.968113,28.675468,9.360459,3.1152303
2026-03-21,29.95374,21.60958,25.781658,70.35723,73.62203,1.4281483,9.747888,2.8337257
2026-03-22,30.840778,22.311867,26.576323,73.062325,72.3431,0.0,8.244627,2.8282416
2026-03-23,29.46624,23.93032,26.69828,77.80754,71.20779,0.0,9.126571,2.6854455
2026-03-24,29.793009,23.196991,26.495,67.956154,78.103065,46.24152,6.8315945,2.7759657
2026-03-25,29.73894,24.330824,27.034882,79.20967,73.623886,0.0,9.399709,2.796931
2026-03-26,28.730606,23.760218,26.24541,73.56405,74.89294,0.0,9.840644,2.6146705
2026-03-27,30.718815,23.006311,26.862564,82.2307,74.49658,0.0,8.79332,2.7367394
2026-03-28,29.540258,24.295706,26.917982,64.75214,72.552635,0.0,6.680965,3.1493921
2026-03-29,30.087893,22.975443,26.531668,73.020424,55.978745,0.0,10.555697,3.801544
2026-03-30,30.619429,23.349255,26.98434,68.748665,71.33415,0.0,9.58932,2.963958
2026-03-31,30.548286,22.209654,26.37897,73.27548,66.629295,23.798796,7.923426,3.3255029
2026-04-01,30.78112,22.557875,26.669498,78.86839,61.24972,0.0,8.561757,3.21158
2026-04-02,29.834986,21.779161,25.807074,76.9551,85.348465,32.435455,6.7021646,2.3657932
2026-04-03,29.41603,23.451578,26.433805,76.80319,86.127106,0.0,7.3858743,2.3537447
2026-04-04,29.799467,21.26926,25.534365,77.49061,83.565735,25.278908,8.088412,2.3455746
2026-04-05,27.841795,23.215649,25.528723,79.51747,75.12601,0.0,10.709228,2.9064214
2026-04-06,28.101864,22.228548,25.165207,73.66933,84.27701,0.0,7.879144,2.251448
2026-04-07,28.223307,23.57652,25.899914,82.45515,73.95141,0.0,9.770867,2.9741507
2026-04-08,28.58635,23.142391,25.86437,82.44048,75.85549,0.0,7.975572,2.8968747
2026-04-09,30.235636,24.198599,27.217117,81.25589,65.85851,9.265869,9.127828,2.6529348
2026-04-10,28.642561,23.095343,25.868952,82.31415,78.15032,0.0,8.517042,2.9212968
2026-04-11,29.248945,20.77933,25.014137,81.21153,75.820404,29.264889,10.012326,2.1785555
2026-04-12,31.235806,22.271412,26.753609,90.099884,65.273735,3.0926554,7.8745136,3.139472
2026-04-13,29.223597,21.15355,25.188572,79.68118,75.63762,25.654621,6.2923203,3.0013766
2026-04-14,30.510914,21.794668,26.15279,78.77038,75.75611,5.7503247,6.552971,2.7275176
2026-04-15,28.480742,23.81177,26.146255,76.724236,91.11559,18.765795,7.803267,1.8065611
2026-04-16,29.330162,22.925877,26.12802,75.513535,84.224266,0.0,6.703097,2.1911607
2026-04-17,28.412685,21.577425,24.995056,74.6323,77.491776,0.0,9.16803,2.9182513
2026-04-18,29.122326,21.250866,25.186596,76.587265,79.714264,0.0,7.8305135,2.228557
2026-04-19,30.514425,22.28581,26.400118,80.85118,78.39543,21.425028,12.0679655,2.8980038
2026-04-20,27.410604,21.025133,24.217869,83.04607,76.730095,10.140377,5.8768163,2.7361252
2026-04-21,29.98248,21.559444,25.770962,81.796936,69.99949,64.264984,8.76662,2.811544
2026-04-22,29.724691,22.531713,26.128202,77.87676,77.74972,0.0,6.747479,2.5846395
2026-04-23,28.70513,23.364367,26.034748,86.365105,73.28222,0.0,7.6780066,2.6988552
2026-04-24,27.662008,22.8074,25.234705,85.717476,69.534904,24.042824,8.609407,3.2441742
2026-04-25,29.463478,19.897171,24.680325,81.37485,83.9071,0.0,4.888865,2.570666
2026-04-26,28.721655,22.482891,25.602272,79.05756,83.220726,22.702276,8.712286,2.1112351
2026-04-27,29.61687,22.240864,25.928867,85.2097,66.06353,10.63855,11.19202,3.1464226
2026-04-28,29.344986,22.573273,25.95913,83.54914,79.63553,13.275318,7.6386056,2.443764
2026-05-01,31.187222,23.748753,27.467987,75.77121,89.32066,31.105417,8.654799,2.4392722
2026-05-02,28.960989,20.06087,24.51093,82.79848,90.060814,0.0,9.785599,1.8772436
2026-05-03,28.003668,21.52483,24.764248,84.57119,90.018555,0.0,7.9859347,2.470011
2026-05-04,29.431168,22.698925,26.065046,78.88125,82.34079,40.246777,7.344597,2.4880054
2026-05-05,29.464735,20.518774,24.991755,84.44368,75.479485,32.37302,4.7871337,2.5710363
2026-05-06,30.816998,23.568935,27.192966,76.33109,73.77329,0.0,9.147458,2.7447472
2026-05-07,30.173878,22.45423,26.314053,90.39285,85.395355,0.0,8.001991,2.196885
2026-05-08,29.586302,22.925613,26.255959,90.05432,85.860954,0.0,6.6390314,2.0813336
2026-05-09,30.90088,21.501514,26.201197,82.650536,93.306046,19.271431,8.334812,2.0201933
2026-05-10,27.70581,22.879927,25.292868,85.82483,91.98036,0.0,7.256805,1.8153007
2026-05-11,28.352587,23.128616,25.7406,72.04823,82.288216,14.863357,7.3276486,2.0609572
2026-05-12,27.996916,22.287281,25.1421,78.40221,73.550255,0.0,9.018244,2.8143034
2026-05-13,28.630116,22.283344,25.45673,82.79695,81.101204,6.3332925,6.0903134,2.1898746
2026-05-14,27.435507,22.314108,24.874807,78.98286,85.53431,0.0,9.658504,2.200524
2026-05-15,29.839922,21.175526,25.507723,87.98893,82.3144,45.01493,5.981211,2.3140314
2026-05-16,28.801853,21.886732,25.344292,94.47258,79.43469,23.988918,7.074468,2.4511955
2026-05-17,27.294905,21.877413,24.586159,78.667885,86.19984,0.0,10.944291,2.7212
2026-05-18,27.833105,22.409294,25.121199,80.42419,80.2561,0.0,9.742831,2.5997577
2026-05-19,29.42052,23.021976,26.221249,85.84497,79.3663,4.4208846,8.190709,2.6775906
2026-05-20,30.043139,20.960157,25.501648,92.77518,86.977554,0.0,6.6265917,1.9307306
2026-05-21,31.42713,21.890516,26.658823,78.655235,81.357086,0.0,7.237144,2.4081383
2026-05-22,32.521935,23.494106,28.00802,86.05542,86.60494,28.294794,8.135214,2.345838
2026-05-23,29.517426,21.26648,25.391953,93.95548,86.908775,27.532063,8.07642,2.0841992
2026-05-24,27.82811,21.185528,24.506819,76.624535,75.67068,25.10177,7.879249,2.976432
2026-05-25,26.453108,22.208088,24.330599,78.50792,80.991066,0.0,7.9653153,2.3148627
2026-05-26,29.329416,22.848467,26.088942,82.820755,96.389984,40.30978,7.6865993,1.8051773
2026-05-27,28.029821,22.014101,25.021961,82.35693,75.6298,8.216269,5.842382,2.6794486
2026-05-28,28.5047,23.330524,25.917612,89.039536,68.023735,0.0,7.228363,3.1717958
2026-05-29,28.266983,22.857544,25.562263,86.19705,70.08462,0.0,9.373436,2.9180944
2026-05-30,28.831514,22.842052,25.836782,76.12172,85.22652,0.0,5.9479613,2.3106282
2026-05-31,30.279194,22.554125,26.41666,87.57691,85.247086,0.0,7.7156854,2.3166552
2026-06-01,29.188625,24.327736,26.75818,82.11105,84.05682,0.0,6.770536,2.2705655
2026-06-02,28.810545,21.795292,25.30292,91.36543,94.70104,0.0,8.167933,2.035472
2026-06-03,27.759457,19.997599,23.878527,81.84526,63.586517,0.0,7.419291,3.3862844
2026-06-04,26.994547,23.606337,25.300442,81.78568,88.11019,7.606905,10.220256,2.2173185
2026-06-05,28.423113,21.54564,24.984377,87.65554,97.39963,3.3380096,8.766557,1.7309252
2026-06-06,28.94525,22.112776,25.529013,88.74121,75.84315,16.206322,6.0420847,2.946367
2026-06-07,31.135002,23.316294,27.225649,87.13935,81.77611,0.0,9.0203285,2.4729083
2026-06-08,29.1741,20.406626,24.790363,76.43872,78.7325,22.562134,6.855794,2.5956979
2026-06-09,30.201933,20.759676,25.480804,87.52033,77.53387,44.519234,7.1571503,2.731914
2026-06-10,28.42895,20.412773,24.420862,79.61768,82.00348,21.410082,8.498833,2.849161
2026-06-11,27.612215,21.222937,24.417576,85.92028,95.95036,46.399235,7.296526,1.6141624
2026-06-12,27.882633,22.460022,25.171328,77.57553,99.13847,10.44369,9.380056,1.8927402
2026-06-13,28.177708,22.548178,25.362942,86.87177,81.65278,0.0,6.886214,2.1469908
2026-06-14,31.609928,22.304155,26.95704,80.548775,99.47373,0.0,7.1273437,1.7671367
2026-06-15,28.07846,20.619297,24.348879,78.105896,84.4029,15.649296,7.079568,2.716886
2026-06-16,30.079247,19.726425,24.902836,88.02116,98.02497,18.319391,7.224601,1.8866102
2026-06-17,27.999052,22.095636,25.047344,85.58899,83.11835,22.22842,9.731352,2.4937992
2026-06-18,30.210526,21.574543,25.892534,81.23533,84.77469,0.0,9.035832,2.273049
2026-06-19,29.565218,22.511024,26.03812,91.481316,86.50374,0.0,10.668193,2.3135412
2026-06-20,28.926512,22.759193,25.842852,81.938156,100.0,17.485853,11.5159445,1.6495874
2026-06-21,29.077322,22.20136,25.639341,84.21376,90.074524,0.0,6.5801616,1.9894512
2026-06-22,28.352806,22.829409,25.591108,85.30543,77.43679,2.7101698,8.244181,2.6573691
2026-06-23,29.686705,22.30492,25.995813,80.76603,90.669975,36.16655,6.387118,2.1595273
2026-06-24,28.618853,22.61248,25.615667,86.11944,79.83889,0.0,6.998424,2.4538066
2026-06-25,27.708063,21.384722,24.546392,80.991806,78.62363,4.0621653,7.233667,2.5006804
2026-06-26,27.659763,21.917032,24.788399,81.49214,89.6111,49.87986,6.607556,1.895452
2026-06-27,29.415426,22.300938,25.858181,90.2508,82.38426,25.00634,6.6304903,2.570853
2026-06-28,31.118795,22.93247,27.025633,78.11793,84.150185,0.0,8.007459,2.5223064
2026-06-29,29.431965,21.726246,25.579105,71.136284,81.81222,0.0,6.414898,2.5647824
2026-06-30,29.114222,22.649462,25.881842,91.13028,84.16459,0.0,9.519778,2.6056275
2026-07-01,29.616707,21.87102,25.743862,95.69377,84.63614,18.801003,6.8970857,2.4089475
2026-07-02,30.858559,22.028135,26.443346,80.78848,65.49812,16.076313,12.505709,3.3309865
2026-07-03,29.572762,22.98427,26.278515,72.994545,86.07693,0.0,7.6324253,2.3873055
2026-07-04,28.835037,20.171015,24.503025,80.986465,72.6318,5.934747,8.436175,2.9132612
2026-07-05,30.674837,20.877174,25.776007,80.964195,68.68635,0.0,6.4042797,3.00295
2026-07-06,29.881432,20.701277,25.291353,81.298454,79.4875,0.0,10.926062,3.0658927
2026-07-07,31.229948,19.859903,25.544926,76.53026,80.350044,9.465739,10.066291,2.4938576
2026-07-08,29.627516,21.525553,25.576534,84.840546,73.84698,0.0,8.853008,2.7437103
2026-07-09,27.959337,22.963783,25.461561,84.40729,85.753624,22.873384,6.4084964,2.4278889
2026-07-10,27.808441,21.940231,24.874336,74.15123,68.07191,15.309446,8.7662325,3.187135
2026-07-11,31.453337,22.4339,26.943619,84.954315,75.25139,0.0,6.7900763,2.5327294
2026-07-12,31.563065,23.33655,27.449808,91.55343,73.51935,23.330645,10.688199,3.1161652
2026-07-13,29.302134,23.586464,26.444298,81.978134,77.51091,0.0,9.731348,2.6931703
2026-07-14,29.08106,22.201305,25.641182,79.25674,79.79375,0.0,8.684044,2.3870952
2026-07-15,31.318378,23.635908,27.477144,80.05514,69.17297,0.0,4.910083,3.324973
2026-07-16,28.260378,22.386543,25.32346,83.660034,82.69781,0.0,7.113709,2.6037335
2026-07-17,28.539764,21.46932,25.004543,71.74586,77.06925,0.0,9.64508,2.4789753
2026-07-18,30.410446,21.724827,26.067636,81.033554,61.085697,13.285337,10.457779,3.80658
2026-07-19,29.190346,20.8514,25.020872,78.06864,60.203026,0.0,10.327627,3.6226234
2026-07-20,29.68354,21.456709,25.570126,89.06647,75.41824,0.0,6.3016677,2.8041396
2026-07-21,29.519758,21.99993,25.759844,78.75996,73.38876,5.11021,9.168219,3.2155492
2026-07-22,30.147564,23.174822,26.661194,87.77088,73.963615,6.325657,10.265747,2.9034967
2026-07-23,31.458408,24.105486,27.781946,73.71056,74.196465,39.7934,6.2819276,2.8555424
2026-07-24,29.905455,21.016195,25.460825,81.960655,75.849144,26.4473,8.784895,2.6547287
2026-07-25,30.597157,22.805042,26.7011,80.41378,81.24529,0.0,9.235193,2.660332
2026-07-26,27.392248,21.385683,24.388966,74.261345,64.3899,11.994269,8.401309,3.3977752
2026-07-27,29.82236,22.915108,26.368734,79.28082,63.51293,0.0,6.1025786,3.344854
2026-07-28,28.897642,22.323673,25.610659,84.2412,63.74752,0.0,8.420972,3.1733642
2026-07-29,28.475964,20.638365,24.557163,76.341995,74.40641,0.0,8.447581,2.8776975
2026-07-30,28.914093,23.412235,26.163164,69.28112,81.6513,10.478484,8.745767,2.5117319
2026-07-31,29.59657,21.893757,25.745163,77.43082,67.833435,8.236379,8.152309,2.8808005
2026-08-01,31.126537,21.979828,26.553183,72.781975,50.858902,0.0,8.362936,3.616987
2026-08-02,28.46601,21.459087,24.96255,75.35569,56.824944,0.0,8.998121,3.7559083
2026-08-03,30.124945,21.88981,26.007378,76.430664,63.37314,0.0,9.751868,2.827831
2026-08-04,29.53796,22.987371,26.262665,68.07952,65.152435,0.0,8.662322,3.3092225
2026-08-05,29.756792,22.385756,26.071274,68.296715,65.9204,7.8903446,8.535526,3.1379654
2026-08-06,31.384598,22.919306,27.15195,78.550674,69.06594,0.0,9.319819,3.353682
2026-08-07,30.858559,22.968332,26.913445,73.29026,65.829765,2.7325675,6.3314457,3.138967
2026-08-08,31.849463,23.942953,27.896208,62.841896,76.281685,11.06369,9.960136,2.899221
2026-08-09,30.091166,22.2955,26.193333,79.34993,62.03899,0.0,9.275728,3.3288627
2026-08-10,29.473644,21.17753,25.325586,76.546036,60.105797,3.972338,9.368316,3.517989
2026-08-11,30.072552,23.737814,26.905184,71.37175,70.38974,26.07674,10.782285,3.1798291
2026-08-12,30.664782,22.355404,26.510094,68.11246,53.825306,16.483526,6.4445624,3.68535
2026-08-13,30.618462,23.817879,27.21817,78.62973,68.77714,0.0,6.4458237,3.30434
2026-08-14,29.138273,23.103146,26.12071,75.95021,66.02677,0.0,9.8502445,3.0300558
2026-08-15,30.581257,22.605198,26.593227,85.868,63.571262,2.4427857,9.461994,3.3982117
2026-08-16,30.779829,23.101753,26.940792,75.806274,76.99932,0.0,9.761221,2.9195585
